"Comment","Designator","Footprint","LCSC Part Number"
"1N4148 diode","D32,D80,D36,D10,D54,D64,D22,D71,D16,D11,D27,D26,D34,D84,D76,D65,D70,D15,D13,D01,D42,D24,D07,D45,D57,D20,D44,D74,D56,D61,D14,D21,D00,D23,D77,D62,D47,D06,D35,D31,D82,D04,D87,D30,D40,D43,D12,D41,D17,D33,D25,D63,D60,D02,D67,D03,D50,D51,D52,D83,D73,D53,D72,D86,D66,D85,D55,D81,D05","D_SOD-123","C81598"
